epoch,train_loss,train_acc,val_loss,val_acc
0,1.3774100542068481,40.79157282282282,1.348860740661621,42.170698924731184
1,1.1460115909576416,53.983671171171174,1.1720819473266602,51.44729262672811
2,1.0130585432052612,58.88231981981982,1.0131914615631104,54.699500768049155
3,0.9035635590553284,63.72935435435435,0.9823934435844421,58.58054915514593
4,0.8556351661682129,65.30358483483484,0.8828586339950562,64.81134792626729
5,0.803726077079773,68.49427552552552,0.8907434940338135,64.47532642089094
6,0.7698251008987427,69.86439564564564,0.8831383585929871,64.53052995391705
7,0.7426281571388245,70.9670608108108,0.8206762075424194,68.08515745007679
8,0.7120277285575867,73.26623498498498,0.8319960236549377,68.03715437788019
9,0.6929866075515747,73.7401463963964,0.7303977608680725,73.31029185867895
10,0.6685199737548828,75.03988363363364,0.7340835928916931,72.89986559139786
11,0.6504767537117004,75.68975225225225,0.7347365617752075,70.83333333333334
12,0.6251634359359741,76.806493993994,0.6628066301345825,76.14967357910906
13,0.6021429300308228,77.97954204204204,0.6720006465911865,73.63431259600614
14,0.5877557992935181,78.45110735735736,0.6424693465232849,76.50489631336406
15,0.5567405819892883,79.96199324324324,0.620968222618103,76.65850614439324
16,0.5422965884208679,80.57432432432432,0.5688988566398621,77.69057219662058
17,0.5149463415145874,81.62068318318319,0.531085193157196,81.49721582181259
18,0.49821746349334717,81.85998498498499,0.48538991808891296,83.9429723502304
19,0.4792577922344208,82.67877252252252,0.49245506525039673,84.09418202764977
20,0.4703896641731262,82.85238363363364,0.49357348680496216,80.26353686635944
21,0.4536304771900177,83.95035660660662,0.45014306902885437,84.60061443932412
22,0.44317299127578735,84.45945945945945,0.44755426049232483,83.30933179723503
23,0.43398258090019226,84.57207207207207,0.4531517028808594,82.27726574500768
24,0.42616236209869385,84.99671546546546,0.4246451258659363,85.5054723502304
25,0.4070279598236084,85.67473723723724,0.4468464255332947,83.8949692780338
26,0.40162134170532227,85.50112612612612,0.42150938510894775,85.5582757296467
27,0.3920798897743225,85.98442192192192,0.44228172302246094,84.31739631336406
28,0.38527190685272217,86.32695195195194,0.4192129075527191,86.25912058371736
29,0.3719255030155182,86.81963213213213,0.3691437244415283,86.69114823348694
30,0.36888888478279114,87.10350975975976,0.3629091680049896,87.11837557603685
31,0.362478107213974,87.40146396396396,0.36128050088882446,87.80001920122888
32,0.3561842143535614,87.5516141141141,0.36965328454971313,86.28792242703534
33,0.3515772223472595,87.48357732732734,0.34611648321151733,88.33045314900154
34,0.34847551584243774,87.78622372372372,0.32512742280960083,88.6832757296467
35,0.3363652229309082,88.21086711711712,0.44183599948883057,83.2853302611367
36,0.3318980038166046,88.34694069069069,0.36527225375175476,87.49759984639017
37,0.33546605706214905,87.95279654654654,0.359712153673172,87.85042242703534
