epoch,train_loss,train_acc,val_loss,val_acc
0,1.3861719369888306,40.83849474474475,1.3399674892425537,41.491455453149
1,1.1371647119522095,54.13616741741741,1.0996172428131104,55.91637864823348
2,1.0020583868026733,59.73864489489489,1.0136808156967163,56.163594470046085
3,0.9287130832672119,63.060716966966964,0.9648340940475464,60.5510752688172
4,0.855556070804596,66.97635135135135,0.9292619228363037,63.37125576036867
5,0.810417652130127,69.21921921921921,0.8393222093582153,68.94441244239631
6,0.7593809962272644,71.82807807807808,0.8331437110900879,68.66599462365592
7,0.7177329659461975,73.8574512012012,0.798927903175354,71.98780721966206
8,0.6835717558860779,75.26745495495496,0.7197782397270203,75.64804147465438
9,0.6348544955253601,77.39301801801801,0.7191429138183594,75.29521889400922
10,0.6049597859382629,78.540259009009,0.6657200455665588,77.36415130568356
11,0.5727013349533081,79.74146021021022,0.6448506116867065,75.92405913978494
12,0.5598459243774414,79.94557057057058,0.5983372926712036,78.42261904761905
13,0.5256080627441406,81.371996996997,0.5775516629219055,80.88997695852535
14,0.5066689252853394,82.51689189189189,0.5395464301109314,81.7228302611367
15,0.48281070590019226,83.19022147147147,0.5541918873786926,81.22119815668202
16,0.4680496156215668,83.46002252252252,0.5487406849861145,80.48915130568356
17,0.4561595618724823,83.70167042042041,0.45633548498153687,84.8238287250384
18,0.433483362197876,84.85125750750751,0.43326735496520996,86.13911290322581
19,0.4275885820388794,84.89583333333333,0.43853268027305603,85.47667050691244
20,0.4126183092594147,85.56681681681681,0.4171485900878906,86.59034178187405
21,0.4052532911300659,86.01022897897897,0.42118826508522034,86.03590629800308
22,0.40544989705085754,85.78969594594595,0.42368626594543457,85.70708525345621
23,0.3840043246746063,86.12284159159158,0.44084668159484863,84.64861751152073
