epoch,train_loss,train_acc,val_loss,val_acc
0,1.5416926145553589,38.755161411411414,1.4380881786346436,41.38584869431644
1,1.2849441766738892,49.59177927927928,1.2953546047210693,47.66945084485407
2,1.1767947673797607,54.67342342342342,1.252384901046753,50.04080261136713
3,1.1114822626113892,56.759102852852855,1.1603622436523438,52.48175883256528
4,1.058419108390808,58.79786036036036,1.0767298936843872,58.00211213517665
5,1.01358962059021,60.78265765765766,1.0558228492736816,59.034178187403995
6,0.9861791729927063,61.92520645645646,1.0486191511154175,57.16925883256528
7,0.955980122089386,63.13813813813814,0.9969192743301392,60.49587173579109
8,0.9291337132453918,64.21030405405405,1.003765344619751,59.970238095238095
9,0.9058398008346558,65.49596471471472,0.9505230188369751,62.89362519201229
10,0.8829652667045593,66.43440315315316,0.9390833377838135,63.529665898617516
11,0.8620535135269165,67.95232732732732,0.9042496085166931,64.83534946236558
12,0.8467627763748169,68.2737424924925,0.8920546770095825,65.11136712749617
13,0.8301703929901123,68.95645645645646,0.8794402480125427,65.61539938556068
14,0.814342200756073,70.02862237237237,0.8418310284614563,67.40111367127496
15,0.7987094521522522,70.64095345345345,0.8350109457969666,68.64439324116744
16,0.784820020198822,71.30959084084084,0.8066157102584839,69.19642857142857
17,0.7719255685806274,71.98761261261261,0.8402066826820374,68.64199308755761
18,0.7578694820404053,72.40756381381381,0.8145748376846313,70.58131720430109
19,0.7455489635467529,73.12312312312312,0.7825640439987183,69.77726574500768
20,0.733910858631134,73.44688438438439,0.7531456351280212,72.12221582181259
21,0.7222916483879089,74.07329204204204,0.7578843235969543,70.40850614439324
22,0.7066802978515625,74.39001501501501,0.7513500452041626,72.21822196620583
23,0.7002500891685486,74.72316066066067,0.7252466082572937,72.72465437788019
24,0.6816216707229614,75.88447822822823,0.7065240740776062,74.73598310291858
25,0.6732023358345032,76.4991554054054,0.7277293801307678,71.36376728110599
26,0.6584548950195312,76.6891891891892,0.7160511612892151,71.15975422427034
27,0.6561248302459717,76.63992117117117,0.6875382661819458,74.10954301075269
