epoch,train_loss,train_acc,val_loss,val_acc
0,1.486359715461731,42.96875,1.3756264448165894,48.351094470046085
1,1.1965619325637817,54.81653528528529,1.2123517990112305,49.88479262672811
2,1.082207441329956,58.81193693693694,1.1373590230941772,55.30433947772658
3,1.0136626958847046,61.387950450450454,1.094159483909607,54.89871351766513
4,0.9619526863098145,63.457207207207205,1.057673454284668,58.78456221198157
5,0.9168435335159302,65.2003566066066,1.1528151035308838,54.34907834101383
6,0.8794450759887695,67.57929804804805,0.937700629234314,63.31845238095238
7,0.8419514298439026,69.14883633633633,0.9977644085884094,58.986175115207374
8,0.8139544725418091,70.20223348348348,0.9205138087272644,62.389592933947775
9,0.7857200503349304,71.43628003003003,0.895435094833374,66.64986559139786
10,0.760280430316925,72.76886261261261,1.0425560474395752,53.288210445468515
11,0.7369295358657837,74.01698573573573,0.8882914185523987,64.20650921658986
12,0.7168964743614197,74.69266141141141,0.7496973872184753,72.47263824884793
13,0.6995936036109924,75.18534159159158,0.7690127491950989,70.40610599078342
14,0.6801031827926636,75.94547672672672,0.6996595859527588,75.42482718894009
15,0.6698331236839294,76.27862237237238,0.8912824988365173,62.34158986175115
16,0.6487281322479248,77.2827515015015,0.6975200772285461,73.71111751152073
17,0.6308270692825317,77.80123873873873,0.6784248352050781,75.22081413210445
